# term1 term2 pos simScore psdScore
elements painting NOUN 0.1693826152879408 0.635825 0.000066
estate option NOUN 0.06479239732767746 0.720220 0.000325
experience planet NOUN 0.12300900935146611 0.725251 0.000808
exception member NOUN 0.08977538053082083 0.784512 0.000693
fan foundation NOUN 0.09700131001297474 0.740307 0.001191
entertainment performance NOUN 0.16450215333527343 0.690059 0.001012
enemy missile NOUN 0.12119041185201446 0.744894 0.000540
entrance floor NOUN 0.123505756443174 0.622098 0.000038
fear incident NOUN 0.28825564539972603 0.704857 0.000036
equipment methods NOUN 0.3627748771757709 0.712869 0.000514
energy housing NOUN 0.02029501392605377 0.732586 0.009089
evolution experience NOUN 0.23287235069789525 0.716864 0.000836
elements hundreds NOUN 0.05855898657906167 0.663025 0.000225
era music NOUN 0.15395567346101197 0.756889 0.000569
files object NOUN 0.23134842836408823 0.728411 0.000825
elements layer NOUN 0.11279203058513136 0.653985 0.000108
episodes host NOUN 0.13226878364244393 0.709836 0.000672
equipment information NOUN 0.27224247368943716 0.731150 0.000313
field information NOUN 0.13327629118805084 0.751477 0.000272
elements error NOUN 0.13608462264155732 0.644854 0.000298
equipment forces NOUN 0.1926955162830331 0.721738 0.000315
fight hero NOUN 0.135451645857304 0.684358 0.001166
episode match NOUN 0.2800641305007396 0.740359 0.000799
features limits NOUN 0.16195571443169052 0.713068 0.002288
electricity energy NOUN 0.26343707777910996 0.575897 0.000333
equipment manufacturers NOUN 0.25624371661703327 0.726599 0.000065
fall mark NOUN 0.12080263311666864 0.766503 0.000780
entertainment fans NOUN 0.15839319458955328 0.721794 0.000599
fight generation NOUN 0.23575704079044052 0.720709 0.000336
faculty parents NOUN 0.14004874523851332 0.723841 0.000323
enemies harbor NOUN 0.03381960565238816 0.664263 0.000387
evolution experiment NOUN 0.14967212243938496 0.743037 0.001663
electricity environment NOUN 0.14195963903931175 0.616513 0.000302
evening oil NOUN 0.09690155091635708 0.742871 0.000623
films legs NOUN 0.1548437946097511 0.688521 0.000750
fact idea NOUN 0.09413047792738279 0.700381 0.000981
experience investigation NOUN 0.12035604467989028 0.722718 0.000384
fashion motor NOUN 0.08685909018497083 0.762267 0.000218
element influence NOUN 0.22373293488868698 0.672917 0.000312
fight night NOUN 0.19141602392895607 0.737058 0.000133
elements murder NOUN 0.10421149264282191 0.632876 0.000314
equipment model NOUN 0.30971209752537504 0.715502 0.000414
factor feature NOUN 0.28453069073693554 0.689303 0.000682
event factor NOUN 0.23001279037148187 0.751352 0.001405
focus function NOUN 0.22553571334897138 0.726398 0.000527
failure manufacturers NOUN 0.10876323214712373 0.750150 0.000616
enemies influences NOUN 0.198507618765165 0.614475 0.000056
feature guest NOUN 0.09043966865677745 0.689894 0.000337
employees half NOUN 0.10628522419869821 0.706819 0.000274
flag opening NOUN 0.08699801924916163 0.760365 0.000551
elements instruction NOUN 0.1818121526812746 0.601531 0.000704
features material NOUN 0.2909369041004994 0.699438 0.000266
employment legislation NOUN 0.13389007980980833 0.590905 0.000144
elements numbers NOUN 0.20063521189490266 0.562419 0.000299
elections fight NOUN 0.14861524812 0.670439 0.000170
environment parties NOUN 0.12236762032639044 0.619706 0.000067
episodes features NOUN 0.22489178157788514 0.743906 0.000860
fight move NOUN 0.25687298619782073 0.728065 0.000593
elements order NOUN 0.18200378677375983 0.707782 0.000265
farmers hole NOUN 0.04907508491421802 0.725759 0.000630
example person NOUN 0.24198228934276805 0.784412 0.000232
existence individual NOUN 0.14766628134300674 0.713126 0.000272
examples features NOUN 0.42192927114849477 0.744356 0.000567
engineer fleet NOUN 0.12353186063697183 0.700831 0.000140
element equation NOUN 0.10342959844202841 0.636062 0.000126
episodes page NOUN 0.1284738867450413 0.758842 0.000385
evolution extension NOUN 0.1477450573286738 0.736526 0.000679
focus media NOUN 0.174768287554687 0.724587 0.000572
fall increase NOUN 0.11250073545698117 0.771420 0.000565
enemies movements NOUN 0.30534421224576397 0.601082 0.000086
entrance farm NOUN 0.19388332313199572 0.659161 0.000384
employees personnel NOUN 0.18339832565305358 0.569654 0.000145
fleet islands NOUN 0.3428472192044406 0.708596 0.001059
entrance opponent NOUN 0.18941743536407513 0.696235 0.000302
files inspiration NOUN 0.15154278979083186 0.726754 0.000249
empire mythology NOUN 0.12549146055977936 0.700230 0.001730
farm landing NOUN 0.09662467918804195 0.715458 0.001079
farm ownership NOUN 0.23710752846124752 0.742820 0.000955
fire instruction NOUN 0.1421593695399132 0.738931 0.000369
episode performance NOUN 0.14886373747628365 0.775563 0.001579
equipment intelligence NOUN 0.19005961248239112 0.714758 0.000375
elements passage NOUN 0.17172624954105586 0.700502 0.000766
exchange heart NOUN 0.06669534839924074 0.758189 0.001628
flights involvement NOUN 0.15209503679344497 0.747248 0.000242
example measure NOUN 0.2732028850375565 0.831544 0.000940
fish garden NOUN 0.10475076063558741 0.735680 0.001249
features nations NOUN 0.14885811927159798 0.740299 0.000240
elements language NOUN 0.19338365409377786 0.612709 0.000366
error frame NOUN 0.11237481648561591 0.713126 0.001280
episodes letters NOUN 0.2070651105884401 0.708943 0.000218
episodes examples NOUN 0.2693858373975107 0.715775 0.001604
evidence funds NOUN 0.14112057715903523 0.685397 0.001171
examples forms NOUN 0.22233160221730272 0.720413 0.000616
elements genus NOUN 0.1684072217920684 0.734001 0.000221
estate investment NOUN 0.10283020942001855 0.748273 0.000251
fashion format NOUN 0.2514454068440526 0.729421 0.000108
fact object NOUN 0.09342113237975984 0.674451 0.000377
equipment pilot NOUN 0.16210753441473533 0.720353 0.000121
fans nickname NOUN 0.121916896810742 0.743841 0.000523
examples names NOUN 0.2912639140293106 0.706590 0.000223
example maps NOUN 0.1781623694817558 0.817294 0.000296
elements patients NOUN 0.18972140811184407 0.692978 0.000665
enemies head NOUN 0.11396105037232189 0.660150 0.000347
farm islands NOUN 0.14983298849165191 0.765559 0.001362
era films NOUN 0.14873246657795094 0.692069 0.000097
field operations NOUN 0.12575762057727077 0.747547 0.000337
expansion infrastructure NOUN 0.19226141680547693 0.763993 0.000376
examples persons NOUN 0.2305534617625024 0.762530 0.000066
fish objects NOUN 0.14397369096444623 0.714972 0.000089
experiment phase NOUN 0.1745389825742735 0.713499 0.000814
festival mainstream NOUN 0.24303842986795057 0.740685 0.000722
equipment form NOUN 0.2433161474665841 0.753808 0.000459
factor method NOUN 0.15070773590862938 0.702416 0.000519
fame meetings NOUN 0.038549145291492136 0.697847 0.000281
experiment fire NOUN 0.12683502983138453 0.712041 0.000338
end hill NOUN 0.2098863387518143 0.728783 0.000213
fear love NOUN 0.1582260858126593 0.708363 0.000305
employees jobs NOUN 0.31808817808347334 0.586369 0.000113
emperor mainland NOUN 0.08269610453264711 0.781764 0.002118
feature location NOUN 0.17270386914073424 0.677216 0.000169
feet pages NOUN 0.23768640815653497 0.724815 0.001507
fan music NOUN 0.08606724115627208 0.692493 0.000331
fans home NOUN 0.15118103719094292 0.728802 0.000980
fishing industry NOUN 0.14991004668076444 0.748399 0.000417
entrance harbor NOUN 0.03890197046690977 0.610405 0.000257
entrance memory NOUN 0.20380566036922876 0.662329 0.000664
enemies lives NOUN 0.21537297709294664 0.654043 0.000069
focus kind NOUN 0.20794153743175245 0.669707 0.000946
employees legislation NOUN 0.15513293659781102 0.620479 0.000236
evidence experience NOUN 0.22877980664070285 0.702835 0.000745
faith form NOUN 0.13117100091309675 0.727182 0.000754
expansion passengers NOUN 0.1250374524424881 0.737137 0.001131
end mouth NOUN 0.2823709850118857 0.606224 0.001473
fiction material NOUN 0.07403334350227027 0.730935 0.000373
firm partner NOUN 0.16656083008417147 0.718146 0.000101
elements image NOUN 0.2206415430778771 0.608439 0.000126
flag leader NOUN 0.13380670136940914 0.740481 0.001605
everyone fans NOUN 0.12364950714393899 0.703544 0.000182
evidence form NOUN 0.16142474433196385 0.741884 0.001491
flights pilot NOUN 0.16206624037293382 0.775776 0.000774
field measure NOUN 0.14886163651386114 0.764322 0.001515
flag governments NOUN 0.22296221904674937 0.759876 0.001380
episode model NOUN 0.14715614310368444 0.711109 0.003194
file material NOUN 0.15762617231880133 0.716375 0.000304
emperor letters NOUN 0.08673004254119875 0.771013 0.000622
existence god NOUN 0.19988726070283352 0.723291 0.002524
experience facility NOUN 0.2085117005199504 0.715617 0.001295
faculty foundation NOUN 0.13467903733238118 0.733647 0.000867
experience living NOUN 0.015819699231630745 0.662392 0.000100
equipment frequency NOUN 0.19357192826186642 0.718033 0.000747
employees house NOUN 0.0736504331013937 0.650511 0.000071
energy means NOUN 0.17950892912573707 0.701823 0.000217
field ground NOUN 0.13181481476659243 0.732665 0.000358
experiments models NOUN 0.2887019222395162 0.730531 0.000136
examples municipalities NOUN 0.1539883804629632 0.772267 0.000175
examples items NOUN 0.2618765236527525 0.746167 0.000899
field guitar NOUN 0.13905192437371786 0.721699 0.000717
feature motion NOUN 0.046973492710426154 0.743687 0.000529
flow food NOUN 0.15451490535386442 0.723330 0.000408
event participants NOUN 0.22621304157852995 0.762184 0.000553
evidence link NOUN 0.11388557817225985 0.621933 0.010770
fact losses NOUN 0.1092268176706078 0.761638 0.000289
employment inspiration NOUN 0.2209916125692302 0.710049 0.000078
evolution experiments NOUN 0.17841290342883157 0.767488 0.001304
enemy license NOUN 0.162417581968803 0.746068 0.000196
elements physics NOUN 0.08629874995375143 0.713369 0.000728
feet frequency NOUN 0.12933687613531766 0.735683 0.001287
episode journey NOUN 0.12700264609599224 0.740655 0.003688
enemies persons NOUN 0.17081477746001236 0.624085 0.000096
faculty officials NOUN 0.10694681746740861 0.727846 0.000748
entry invasion NOUN 0.136294964940275 0.660054 0.000029
fear fight NOUN 0.2604565010311166 0.714071 0.000073
employees lot NOUN 0.07516853864897985 0.775330 0.000930
enemies influence NOUN 0.27406666286609044 0.630491 0.000123
favor lives NOUN 0.11730696899459207 0.780715 0.000540
fame meeting NOUN 0.07343732376168591 0.715560 0.000148
environment memory NOUN 0.18941635040230248 0.595093 0.000044
films musicians NOUN 0.18095792216590464 0.691119 0.000264
fields league NOUN 0.1403479213247481 0.722422 0.003027
focus instrument NOUN 0.17385661987020917 0.702042 0.000864
exile move NOUN 0.10304282046724553 0.703978 0.000520
environment lives NOUN 0.11691341686698954 0.697537 0.000144
engineer path NOUN 0.13204745768635645 0.696536 0.002152
fame farm NOUN 0.07491010756645106 0.677813 0.001562
energy implementation NOUN 0.17831657144807359 0.737533 0.000522
features information NOUN 0.2545475711481714 0.699890 0.000157
films label NOUN 0.07456224727462579 0.704915 0.000593
fields mining NOUN 0.17258780696201784 0.703633 0.000369
enemies hand NOUN 0.09892945992804668 0.711535 0.000134
entertainment facilities NOUN 0.19304652958620763 0.712927 0.000338
films opera NOUN 0.08610424503188206 0.691128 0.000763
field material NOUN 0.11516303951049686 0.717792 0.000840
experiment object NOUN 0.1918835409221528 0.690273 0.000741
existence followers NOUN 0.16656674557228537 0.753706 0.002631
era methods NOUN 0.15657786045145758 0.719752 0.000630
entry merger NOUN 0.14099930565885757 0.707219 0.000491
event phenomenon NOUN 0.2628434314865035 0.735276 0.000272
floor phase NOUN 0.18399481077716756 0.719203 0.000139
figures influences NOUN 0.27117734601031707 0.730888 0.001190
example level NOUN 0.14226929094148202 0.789030 0.000623
field league NOUN 0.14038902489057511 0.763139 0.000920
equation level NOUN 0.09951978279561063 0.672806 0.000447
flag model NOUN 0.13913324800108864 0.676686 0.000614
enemies face NOUN 0.15360711866463486 0.643079 0.000025
field foundation NOUN 0.11257599685959317 0.696214 0.001096
features passage NOUN 0.1694267653381505 0.727939 0.001305
engineer lawyer NOUN 0.16029194345781944 0.712913 0.000291
era ones NOUN 0.13995956781369345 0.741286 0.000466
era hero NOUN 0.31494122611825903 0.736932 0.001043
fight lives NOUN 0.15276299689260733 0.732779 0.000654
flag network NOUN 0.14084532021940616 0.752881 0.001090
experience influence NOUN 0.2885096057425501 0.722451 0.000270
files ideas NOUN 0.1760717258449001 0.734455 0.000623
entertainment mainstream NOUN 0.182933667682588 0.719952 0.001186
fleet patent NOUN 0.1314309903816825 0.707474 0.000803
examples links NOUN 0.22174669752154483 0.768414 0.000567
equipment medium NOUN 0.212459052914506 0.714200 0.000242
fight journey NOUN 0.23273201226572698 0.704939 0.000534
failure pain NOUN 0.11157539269660084 0.724058 0.000034
element influences NOUN 0.2093023616642291 0.728777 0.000093
equation individual NOUN 0.1008529017166092 0.679501 0.000257
employees honor NOUN 0.10336213475838699 0.760537 0.001181
fire mission NOUN 0.15271684375503117 0.726299 0.000596
enemies objects NOUN 0.24940267882526201 0.625589 0.000039
employees followers NOUN 0.2556452468096391 0.734108 0.000855
equipment facility NOUN 0.3434501457015633 0.740589 0.000919
elements pages NOUN 0.15674423237156607 0.584669 0.000304
factor means NOUN 0.17483458427258214 0.710036 0.000699
election kingdom NOUN 0.19392107907571138 0.628242 0.000112
fiction materials NOUN 0.21920626593522963 0.712725 0.000367
element items NOUN 0.17727259140115162 0.698166 0.000175
element genus NOUN 0.13837368161931166 0.691237 0.000183
file layer NOUN 0.09665135369020475 0.716687 0.000290
floor launch NOUN 0.11961022580817936 0.725936 0.000665
